qname	rname	start_outer_1based	end_outer_1based	flag	qual_sum	real_len	mapq	cigar	category
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:9782:90079c	Y	17320982	17321028	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14063:86431c	Y	17320982	17321029	0	2880	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:1777:84794c	Y	17325454	17325507	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2201:10116:56487	Y	17326455	17326497	0	2544	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2211:9120:55594	Y	17327632	17327686	0	3220	55	25	55M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2114:13242:44521	Y	17330757	17330796	0	2200	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2113:15005:6789	Y	17333479	17333536	0	3352	58	37	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12804:65970c	Y	17333479	17333537	0	3540	59	37	59M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:17825:19471c	Y	17335053	17335102	0	3000	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1111:12795:28944	Y	17336614	17336649	0	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:13447:10268c	Y	17336630	17336676	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1216:10474:24545	Y	17338691	17338737	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:19292:60204	Y	17338691	17338741	0	3060	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:20168:34895	Y	17340678	17340743	0	3960	66	37	66M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:14525:49470	Y	17343532	17343606	0	4500	75	25	75M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:12748:73403	Y	17347192	17347236	0	2700	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:20754:81934	Y	17349925	17349988	0	3816	64	37	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:7689:58522c	Y	17354466	17354502	0	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2114:2867:42989	Y	17357349	17357408	0	3599	60	37	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11066:91397c	Y	17358405	17358467	0	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:20777:76028	Y	17358407	17358451	0	2594	45	25	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1207:18047:87133	Y	17358438	17358478	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:9427:16687	Y	17359771	17359807	0	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:15342:42261	Y	17366702	17366811	0	5184	110	37	110M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1215:3019:24730	Y	17366854	17366894	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11094:80272c	Y	17388579	17388645	0	4020	67	37	67M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:18916:67383c	Y	17390316	17390351	0	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1201:15864:100284c	Y	17391467	17391534	0	4080	68	37	68M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:5630:78684c	Y	17392303	17392367	0	3900	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:20044:8141	Y	17394144	17394185	0	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10085:33844c	Y	17395187	17395242	0	3360	56	37	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:21077:5658	Y	17406593	17406642	0	3000	50	25	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2115:19322:71295	Y	17408176	17408264	0	4765	89	37	89M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2104:9633:7601	Y	17409938	17409991	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:20057:72263	Y	17410976	17411024	0	2729	49	37	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2105:6796:53543	Y	17411595	17411635	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:10435:23674	Y	17414467	17414513	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13154:2545c	Y	17416596	17416655	0	3600	60	37	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2203:8879:67724	Y	17417332	17417421	0	4705	90	37	90M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11827:82683c	Y	17418375	17418423	0	2940	49	37	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:2958:89805	Y	17439559	17439603	0	2700	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2112:6134:62779	Y	17439824	17439873	0	3000	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10818:56697c	Y	17439824	17439874	0	3060	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11338:24029c	Y	17445159	17445196	0	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:16871:43379c	Y	17445669	17445705	0	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10200:16946c	Y	17447524	17447591	0	4080	68	37	68M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1214:5974:84097	Y	17447870	17447912	0	2537	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:15109:13427c	Y	17456900	17456944	0	2700	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:17502:28408	Y	17460023	17460060	0	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10040:91393c	Y	17460912	17460988	0	4620	77	37	77M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1207:17738:67876	Y	17468149	17468221	0	4380	73	25	73M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:16954:72770	Y	17471693	17471731	0	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2101:15135:94203c	Y	17472132	17472197	0	3900	66	37	66M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12009:36318c	Y	17486496	17486542	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:17092:62938	Y	17488974	17489018	0	2700	45	25	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:10010:71003c	Y	17492456	17492496	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:19635:65315	Y	17493045	17493093	0	2940	49	25	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1201:16460:57034	Y	17506135	17506191	0	3400	57	37	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:16921:50011	Y	17507359	17507455	0	4229	97	37	97M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2105:1494:99350	Y	17508770	17508823	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:20188:23385	Y	17511035	17511080	0	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1201:8078:72318	Y	17511865	17511907	0	2640	44	37	37M1I6M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:8276:30681c	Y	17513647	17513685	0	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1209:7457:63836	Y	17529083	17529153	0	4260	71	37	71M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1114:17472:51219c	Y	17529083	17529154	0	4320	72	37	72M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:4157:3128c	Y	17529083	17529156	0	4440	74	37	74M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2211:9671:82337	Y	17529611	17529675	0	3900	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:10541:10828	Y	17529809	17529848	0	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:14260:73335c	Y	17530474	17530523	0	3000	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2102:2803:84174	Y	17530582	17530645	0	3840	64	37	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:19681:14970c	Y	17534311	17534367	0	3420	57	35	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12297:99192c	Y	17534311	17534368	0	3480	58	25	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13192:36297c	Y	17534311	17534369	0	3540	59	37	59M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14472:56089c	Y	17534311	17534370	0	3600	60	25	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:17239:8042c	Y	17534311	17534371	0	3660	61	25	61M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2114:13071:8311	Y	17554767	17554831	0	3896	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:5763:82019	Y	17555149	17555221	0	4380	73	37	73M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:16120:63110c	Y	17557102	17557162	0	3660	61	37	61M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:19664:72630c	Y	17557102	17557164	0	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11279:93417c	Y	17557102	17557166	0	3900	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1205:9330:64466	Y	17557102	17557170	0	3667	69	37	69M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1214:7717:39204c	Y	17565160	17565241	0	4920	82	37	82M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2110:14532:87406	Y	17569538	17569573	0	2115	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:19035:46194	Y	17570338	17570407	0	4200	70	37	70M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1109:7765:65441	Y	17571210	17571293	0	4642	84	37	84M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:10591:4948c	Y	17577902	17577946	0	2700	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14004:5683c	Y	17579771	17579835	0	3900	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1204:17528:54154	Y	17582385	17582430	0	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14532:21999c	Y	17582385	17582431	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:6626:48536	Y	17583025	17583079	0	3211	55	37	55M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14281:9249c	Y	17583495	17583532	0	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:16096:73561c	Y	17585235	17585285	0	3060	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:9109:46364	Y	17585481	17585528	0	2805	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:15160:2220c	Y	17585481	17585529	0	2940	49	25	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10196:44565c	Y	17586132	17586208	0	4620	77	37	77M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:3620:33649c	Y	17592397	17592461	0	3900	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2113:18795:32097	Y	17592397	17592479	0	4419	83	37	83M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:17938:43308	Y	17592397	17592483	0	4670	87	37	87M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11310:51540c	Y	17592415	17592461	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:17062:79723c	Y	17592739	17592794	0	3360	56	25	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10656:2890c	Y	17593023	17593084	0	3720	62	37	62M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10506:91213c	Y	17593117	17593180	0	3840	64	37	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1209:15515:60261	Y	17593117	17593181	0	3900	65	25	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:14163:34767	Y	17593401	17593456	0	3360	56	37	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:2115:24193	Y	17594063	17594109	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:3729:20272c	Y	17596943	17597005	0	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:7715:8246	Y	17600736	17600776	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2203:20334:39819	Y	17600750	17600804	0	2836	55	37	55M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2116:6188:26540	Y	17606160	17606213	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2104:2382:50283	Y	17608841	17608906	0	3960	66	37	66M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:14051:42831c	Y	17610272	17610324	0	3180	53	37	53M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1206:18314:62654	Y	17614734	17614770	0	2220	37	25	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:12061:14326	Y	17615079	17615130	0	2954	52	25	52M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:17286:87531	Y	17615090	17615148	0	3500	59	37	59M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1115:14014:90492c	Y	17615996	17616032	0	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:4362:57146c	Y	17616156	17616236	0	4860	81	37	81M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:5815:28021	Y	17630274	17630317	0	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:10927:5629	Y	17632870	17632910	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:6481:92721c	Y	17632872	17632910	0	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:19455:94010c	Y	17644804	17644845	0	2292	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2209:8065:49079	Y	17647074	17647131	0	3480	58	37	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:11024:27424	Y	17650888	17650945	0	3480	58	37	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1205:8954:21647	Y	17651849	17651892	0	2623	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:4600:51515	Y	17652267	17652324	0	3480	58	37	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:8138:100433	Y	17653404	17653454	0	3060	51	25	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11174:92907c	Y	17653404	17653475	0	4320	72	37	72M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2216:10365:46547	Y	17654169	17654214	0	2698	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:3567:90262c	Y	17655720	17655783	0	3840	64	37	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10380:41151c	Y	17655720	17655784	0	3900	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1205:19017:62505	Y	17657610	17657660	0	2626	51	25	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10057:46937c	Y	17661024	17661089	0	3960	66	37	66M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1111:15011:91570c	Y	17663589	17663635	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:15896:32762	Y	17663789	17663889	0	4935	101	37	101M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2205:20173:44523	Y	17663982	17664063	0	4626	82	37	82M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:1637:12984c	Y	17664625	17664681	0	3420	57	37	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2108:4429:76835	Y	17667582	17667627	0	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:20332:62738c	Y	17670300	17670336	0	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1204:12732:48637	Y	17670385	17670438	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1113:4263:17083c	Y	17674133	17674189	0	3420	57	37	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:11474:23999c	Y	17674133	17674190	0	3480	58	37	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:17343:57367c	Y	17674133	17674191	0	3540	59	37	59M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1114:3760:69015c	Y	17674133	17674192	0	3600	60	36	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10364:33416c	Y	17675769	17675810	0	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2115:14642:69714	Y	17677907	17678028	0	5373	122	37	122M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11569:33339c	Y	17681592	17681627	0	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10343:17668c	Y	17681841	17681892	0	3120	52	37	52M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1109:16143:98109	Y	17685016	17685120	0	4792	105	37	105M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11433:44313c	Y	17688607	17688648	0	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:17892:100757c	Y	17704049	17704084	0	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:18399:98438	Y	17711405	17711467	0	3296	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2209:20721:27529	Y	17712395	17712457	0	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1205:12670:47526	Y	17713270	17713304	0	2100	35	25	35M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10053:67956c	Y	17713270	17713305	0	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:3291:33171	Y	17715208	17715295	0	4746	88	37	88M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:17723:74849	Y	17716953	17717034	0	3749	82	25	82M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2201:12025:37125	Y	17716953	17717036	0	4535	84	25	84M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2206:13259:94379	Y	17738565	17738601	0	2211	37	25	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:19897:18955	Y	17738565	17738602	0	2249	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:5114:22632	Y	17740312	17740374	0	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13733:71318c	Y	17744841	17744909	0	4140	69	37	69M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2101:18769:5465	Y	17745813	17745847	0	2100	35	37	35M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:10100:91661c	Y	17746211	17746245	0	2100	35	37	35M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1204:13379:12780	Y	17748480	17748525	0	2483	46	25	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10679:88446c	Y	17748480	17748526	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:21187:83098	Y	17750848	17750890	0	2167	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13422:61896c	Y	17753698	17753759	0	3720	62	37	62M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:12412:4667c	Y	17754194	17754230	0	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:9419:28173	Y	17758588	17758624	0	2220	37	25	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1111:20179:79132	Y	17758588	17758629	0	2520	42	25	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:12072:88706	Y	17759478	17759533	0	3360	56	37	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1111:19588:65120	Y	17760130	17760199	0	4097	70	37	70M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:18029:54945c	Y	17760165	17760206	0	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:5694:28342	Y	17760165	17760220	0	3360	56	37	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:4091:84418c	Y	17760300	17760334	0	2100	35	37	35M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2116:10259:65862	Y	17761994	17762046	0	3180	53	37	53M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14848:75427c	Y	17764280	17764316	0	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13206:22599c	Y	17765618	17765680	0	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:1382:42366	Y	17768209	17768294	0	4706	86	37	86M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2114:5268:18318	Y	17769041	17769084	0	2637	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:7395:22650	Y	17773257	17773302	0	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1115:15079:3545	Y	17774445	17774488	0	2524	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:4643:72246	Y	17782865	17782908	0	2566	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:17176:26089c	Y	17783799	17783858	0	3600	60	37	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:7167:47055c	Y	17790111	17790146	0	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:20462:97077c	Y	17792746	17792783	0	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:6124:20061c	Y	17800041	17800081	0	2340	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2104:6908:8379	Y	17803999	17804040	0	2520	42	25	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:10861:18900c	Y	17804069	17804116	0	2880	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:20062:26402c	Y	17806065	17806108	0	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:17543:49764c	Y	17815515	17815555	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2206:14627:26357	Y	17815745	17815781	0	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:7255:46636	Y	17818587	17818638	0	3120	52	37	52M	start_equal
